Issue key,Issue id,Issue Type,Summary,Epic Link,Parent,Fix versions,Story Points,Logged Hours,Status,Resolution,Target start,Target end,Outward issue link (Blocks),Inward issue link (Blocks)
CORE-700727,400727,Task,Stakeholder review task for Scale Rows - Core Product - Fraud signal ingestion wave 16,CORE-1015,,Portfolio 2026,2,1.5,To Do,,,,,
DATA-700728,400728,Bug,Discovery bug for Scale Rows - Data Platform - Forecast data mart wave 28,DATA-3027,,Portfolio 2026,3,1h,Done,Done,,,,
DATA-700729,400729,Story,Implementation story for Scale Rows - Data Platform - Forecast data mart wave 28,DATA-3027,,Portfolio 2026,5,2.5,In Progress,,,,,
DATA-700730,400730,Task,Validation task for Scale Rows - Data Platform - Forecast data mart wave 28,DATA-3027,,Portfolio 2026,8,4,To Do,,,,,
DATA-700731,400731,Bug,Documentation bug for Scale Rows - Data Platform - Forecast data mart wave 28,DATA-3027,,Portfolio 2026,1,5.5,Done,Done,,,,
DATA-700732,400732,Story,Release readiness story for Scale Rows - Data Platform - Forecast data mart wave 28,DATA-3027,,Portfolio 2026,2,0.5,To Do,,,,,
DATA-700733,400733,Task,Discovery task for Scale Rows - Data Platform - Metrics certification wave 19,DATA-3018,,Portfolio 2026,5,1h 30m,In Progress,,,,,
DATA-700734,400734,Bug,Implementation bug for Scale Rows - Data Platform - Metrics certification wave 19,DATA-3018,,Portfolio 2026,8,3,To Do,,,,,
DATA-700735,400735,Story,Validation story for Scale Rows - Data Platform - Metrics certification wave 19,DATA-3018,,Portfolio 2026,1,4.5,Done,Done,,,,
DATA-700736,400736,Task,Documentation task for Scale Rows - Data Platform - Metrics certification wave 19,DATA-3018,,Portfolio 2026,2,6,To Do,,,,,
DATA-700737,400737,Bug,Release readiness bug for Scale Rows - Data Platform - Metrics certification wave 19,DATA-3018,,Portfolio 2026,3,1,In Progress,,,,,
DATA-700738,400738,Story,Stakeholder review story for Scale Rows - Data Platform - Metrics certification wave 19,DATA-3018,,Portfolio 2026,5,2.5,Done,Done,,,,
CORE-700739,400739,Task,Discovery task for Scale Rows - Core Product - Session management wave 44,CORE-1043,,Portfolio 2026,3,3h 30m,In Progress,,,,,
CORE-700740,400740,Bug,Implementation bug for Scale Rows - Core Product - Session management wave 44,CORE-1043,,Portfolio 2026,5,5,Done,Done,,,,
CORE-700741,400741,Story,Validation story for Scale Rows - Core Product - Session management wave 44,CORE-1043,,Portfolio 2026,8,0,In Progress,,,,,
CORE-700742,400742,Task,Documentation task for Scale Rows - Core Product - Session management wave 44,CORE-1043,,Portfolio 2026,1,1.5,To Do,,,,,
CORE-700743,400743,Bug,Release readiness bug for Scale Rows - Core Product - Session management wave 44,CORE-1043,,Portfolio 2026,2,3,Done,Done,,,,
CORE-700744,400744,Story,Stakeholder review story for Scale Rows - Core Product - Session management wave 44,CORE-1043,,Portfolio 2026,3,4.5,To Do,,,,,
PLAT-700745,400745,Task,Discovery task for Scale Rows - Platform Services - Environment provisioning wave 22,PLAT-4021,,Platform Q1,3,3h 30m,In Progress,,,,,
PLAT-700746,400746,Bug,Implementation bug for Scale Rows - Platform Services - Environment provisioning wave 22,PLAT-4021,,Platform Q1,5,5,Done,Done,,,,
PLAT-700747,400747,Story,Validation story for Scale Rows - Platform Services - Environment provisioning wave 22,PLAT-4021,,Platform Q1,8,0,In Progress,,,,,
PLAT-700748,400748,Task,Documentation task for Scale Rows - Platform Services - Environment provisioning wave 22,PLAT-4021,,Platform Q1,1,1.5,To Do,,,,,
PLAT-700749,400749,Bug,Release readiness bug for Scale Rows - Platform Services - Environment provisioning wave 22,PLAT-4021,,Platform Q1,2,3,Done,Done,,,,
PLAT-700750,400750,Story,Stakeholder review story for Scale Rows - Platform Services - Environment provisioning wave 22,PLAT-4021,,Platform Q1,3,4.5,To Do,,,,,
CORE-700751,400751,Task,Discovery task for Scale Rows - Core Product - Notification routing wave 35,CORE-1034,,Portfolio 2026,5,4h,Done,Done,,,,
CORE-700752,400752,Bug,Implementation bug for Scale Rows - Core Product - Notification routing wave 35,CORE-1034,,Portfolio 2026,8,5.5,In Progress,,,,,
CORE-700753,400753,Story,Validation story for Scale Rows - Core Product - Notification routing wave 35,CORE-1034,,Portfolio 2026,1,0.5,To Do,,,,,
CORE-700754,400754,Task,Documentation task for Scale Rows - Core Product - Notification routing wave 35,CORE-1034,,Portfolio 2026,2,2,Done,Done,,,,
CORE-700755,400755,Bug,Release readiness bug for Scale Rows - Core Product - Notification routing wave 35,CORE-1034,,Portfolio 2026,3,3.5,To Do,,,,,
PLAT-700756,400756,Story,Discovery story for Scale Rows - Platform Services - Service mesh controls wave 13,PLAT-4012,,Platform Q1,5,4h,Done,Done,,,,
PLAT-700757,400757,Task,Implementation task for Scale Rows - Platform Services - Service mesh controls wave 13,PLAT-4012,,Platform Q1,8,5.5,In Progress,,,,,
PLAT-700758,400758,Bug,Validation bug for Scale Rows - Platform Services - Service mesh controls wave 13,PLAT-4012,,Platform Q1,1,0.5,To Do,,,,,
PLAT-700759,400759,Story,Documentation story for Scale Rows - Platform Services - Service mesh controls wave 13,PLAT-4012,,Platform Q1,2,2,Done,Done,,,,
PLAT-700760,400760,Task,Release readiness task for Scale Rows - Platform Services - Service mesh controls wave 13,PLAT-4012,,Platform Q1,3,3.5,To Do,,,,,
CORE-700761,400761,Bug,Discovery bug for Scale Rows - Core Product - Entitlement cleanup wave 26,CORE-1025,,Portfolio 2026,8,4h 30m,In Progress,,,,,
CORE-700762,400762,Story,Implementation story for Scale Rows - Core Product - Entitlement cleanup wave 26,CORE-1025,,Portfolio 2026,1,6,To Do,,,,,
CORE-700763,400763,Task,Validation task for Scale Rows - Core Product - Entitlement cleanup wave 26,CORE-1025,,Portfolio 2026,2,1,Done,Done,,,,
CORE-700764,400764,Bug,Documentation bug for Scale Rows - Core Product - Entitlement cleanup wave 26,CORE-1025,,Portfolio 2026,3,2.5,To Do,,,,,
CORE-700765,400765,Story,Release readiness story for Scale Rows - Core Product - Entitlement cleanup wave 26,CORE-1025,,Portfolio 2026,5,4,In Progress,,,,,
CORE-700766,400766,Task,Stakeholder review task for Scale Rows - Core Product - Entitlement cleanup wave 26,CORE-1025,,Portfolio 2026,8,5.5,Done,Done,,,,
PLAT-700767,400767,Bug,Discovery bug for Scale Rows - Platform Services - Shared logging wave 04,PLAT-4003,,Platform Q1,8,4h 30m,In Progress,,,,,
PLAT-700768,400768,Story,Implementation story for Scale Rows - Platform Services - Shared logging wave 04,PLAT-4003,,Platform Q1,1,6,To Do,,,,,
PLAT-700769,400769,Task,Validation task for Scale Rows - Platform Services - Shared logging wave 04,PLAT-4003,,Platform Q1,2,1,Done,Done,,,,
PLAT-700770,400770,Bug,Documentation bug for Scale Rows - Platform Services - Shared logging wave 04,PLAT-4003,,Platform Q1,3,2.5,To Do,,,,,
PLAT-700771,400771,Story,Release readiness story for Scale Rows - Platform Services - Shared logging wave 04,PLAT-4003,,Platform Q1,5,4,In Progress,,,,,
PLAT-700772,400772,Task,Stakeholder review task for Scale Rows - Platform Services - Shared logging wave 04,PLAT-4003,,Platform Q1,8,5.5,Done,Done,,,,
CORE-700773,400773,Bug,Discovery bug for Scale Rows - Core Product - Profile service rollout wave 17,CORE-1016,,Portfolio 2026,1,5h,To Do,,,,,
CORE-700774,400774,Story,Implementation story for Scale Rows - Core Product - Profile service rollout wave 17,CORE-1016,,Portfolio 2026,2,0,Done,Done,,,,
CORE-700775,400775,Task,Validation task for Scale Rows - Core Product - Profile service rollout wave 17,CORE-1016,,Portfolio 2026,3,1.5,To Do,,,,,
CORE-700776,400776,Bug,Documentation bug for Scale Rows - Core Product - Profile service rollout wave 17,CORE-1016,,Portfolio 2026,5,3,In Progress,,,,,
CORE-700777,400777,Story,Release readiness story for Scale Rows - Core Product - Profile service rollout wave 17,CORE-1016,,Portfolio 2026,8,4.5,Done,Done,,,,
DATA-700778,400778,Task,Discovery task for Scale Rows - Data Platform - Streaming ingestion wave 29,DATA-3028,,Portfolio 2026,2,5h 30m,Done,Done,,,,
DATA-700779,400779,Bug,Implementation bug for Scale Rows - Data Platform - Streaming ingestion wave 29,DATA-3028,,Portfolio 2026,3,0.5,To Do,,,,,
DATA-700780,400780,Story,Validation story for Scale Rows - Data Platform - Streaming ingestion wave 29,DATA-3028,,Portfolio 2026,5,2,In Progress,,,,,
DATA-700781,400781,Task,Documentation task for Scale Rows - Data Platform - Streaming ingestion wave 29,DATA-3028,,Portfolio 2026,8,3.5,Done,Done,,,,
DATA-700782,400782,Bug,Release readiness bug for Scale Rows - Data Platform - Streaming ingestion wave 29,DATA-3028,,Portfolio 2026,1,5,In Progress,,,,,
DATA-700783,400783,Story,Stakeholder review story for Scale Rows - Data Platform - Streaming ingestion wave 29,DATA-3028,,Portfolio 2026,2,0,To Do,,,,,
DATA-700784,400784,Task,Discovery task for Scale Rows - Data Platform - Forecast data mart wave 20,DATA-3019,,Portfolio 2026,3,6h,To Do,,,,,
DATA-700785,400785,Bug,Implementation bug for Scale Rows - Data Platform - Forecast data mart wave 20,DATA-3019,,Portfolio 2026,5,1,In Progress,,,,,
DATA-700786,400786,Story,Validation story for Scale Rows - Data Platform - Forecast data mart wave 20,DATA-3019,,Portfolio 2026,8,2.5,Done,Done,,,,
DATA-700787,400787,Task,Documentation task for Scale Rows - Data Platform - Forecast data mart wave 20,DATA-3019,,Portfolio 2026,1,4,In Progress,,,,,
DATA-700788,400788,Bug,Release readiness bug for Scale Rows - Data Platform - Forecast data mart wave 20,DATA-3019,,Portfolio 2026,2,5.5,To Do,,,,,
CORE-700789,400789,Story,Discovery story for Scale Rows - Core Product - Account recovery wave 45,CORE-1044,,Portfolio 2026,2,1h 30m,To Do,,,,,
CORE-700790,400790,Task,Implementation task for Scale Rows - Core Product - Account recovery wave 45,CORE-1044,,Portfolio 2026,3,3,Done,Done,,,,
CORE-700791,400791,Bug,Validation bug for Scale Rows - Core Product - Account recovery wave 45,CORE-1044,,Portfolio 2026,5,4.5,To Do,,,,,
CORE-700792,400792,Story,Documentation story for Scale Rows - Core Product - Account recovery wave 45,CORE-1044,,Portfolio 2026,8,6,In Progress,,,,,
CORE-700793,400793,Task,Release readiness task for Scale Rows - Core Product - Account recovery wave 45,CORE-1044,,Portfolio 2026,1,1,Done,Done,,,,
PLAT-700794,400794,Bug,Discovery bug for Scale Rows - Platform Services - Artifact retention wave 23,PLAT-4022,,Platform Q2,2,1h 30m,To Do,,,,,
PLAT-700795,400795,Story,Implementation story for Scale Rows - Platform Services - Artifact retention wave 23,PLAT-4022,,Platform Q2,3,3,Done,Done,,,,
PLAT-700796,400796,Task,Validation task for Scale Rows - Platform Services - Artifact retention wave 23,PLAT-4022,,Platform Q2,5,4.5,To Do,,,,,
PLAT-700797,400797,Bug,Documentation bug for Scale Rows - Platform Services - Artifact retention wave 23,PLAT-4022,,Platform Q2,8,6,In Progress,,,,,
PLAT-700798,400798,Story,Release readiness story for Scale Rows - Platform Services - Artifact retention wave 23,PLAT-4022,,Platform Q2,1,1,Done,Done,,,,
CORE-700799,400799,Task,Discovery task for Scale Rows - Core Product - Session management wave 36,CORE-1035,,Portfolio 2026,3,2h,Done,Done,,,,
CORE-700800,400800,Bug,Implementation bug for Scale Rows - Core Product - Session management wave 36,CORE-1035,,Portfolio 2026,5,3.5,To Do,,,,,
CORE-700801,400801,Story,Validation story for Scale Rows - Core Product - Session management wave 36,CORE-1035,,Portfolio 2026,8,5,In Progress,,,,,
CORE-700802,400802,Task,Documentation task for Scale Rows - Core Product - Session management wave 36,CORE-1035,,Portfolio 2026,1,0,Done,Done,,,,
CORE-700803,400803,Bug,Release readiness bug for Scale Rows - Core Product - Session management wave 36,CORE-1035,,Portfolio 2026,2,1.5,In Progress,,,,,
CORE-700804,400804,Story,Stakeholder review story for Scale Rows - Core Product - Session management wave 36,CORE-1035,,Portfolio 2026,3,3,To Do,,,,,
PLAT-700805,400805,Task,Discovery task for Scale Rows - Platform Services - Environment provisioning wave 14,PLAT-4013,,Platform Q2,3,2h,Done,Done,,,,
PLAT-700806,400806,Bug,Implementation bug for Scale Rows - Platform Services - Environment provisioning wave 14,PLAT-4013,,Platform Q2,5,3.5,To Do,,,,,
PLAT-700807,400807,Story,Validation story for Scale Rows - Platform Services - Environment provisioning wave 14,PLAT-4013,,Platform Q2,8,5,In Progress,,,,,
PLAT-700808,400808,Task,Documentation task for Scale Rows - Platform Services - Environment provisioning wave 14,PLAT-4013,,Platform Q2,1,0,Done,Done,,,,
PLAT-700809,400809,Bug,Release readiness bug for Scale Rows - Platform Services - Environment provisioning wave 14,PLAT-4013,,Platform Q2,2,1.5,In Progress,,,,,
PLAT-700810,400810,Story,Stakeholder review story for Scale Rows - Platform Services - Environment provisioning wave 14,PLAT-4013,,Platform Q2,3,3,To Do,,,,,
CORE-700811,400811,Task,Discovery task for Scale Rows - Core Product - Notification routing wave 27,CORE-1026,,Portfolio 2026,5,2h 30m,To Do,,,,,
CORE-700812,400812,Bug,Implementation bug for Scale Rows - Core Product - Notification routing wave 27,CORE-1026,,Portfolio 2026,8,4,In Progress,,,,,
CORE-700813,400813,Story,Validation story for Scale Rows - Core Product - Notification routing wave 27,CORE-1026,,Portfolio 2026,1,5.5,Done,Done,,,,
CORE-700814,400814,Task,Documentation task for Scale Rows - Core Product - Notification routing wave 27,CORE-1026,,Portfolio 2026,2,0.5,In Progress,,,,,
CORE-700815,400815,Bug,Release readiness bug for Scale Rows - Core Product - Notification routing wave 27,CORE-1026,,Portfolio 2026,3,2,To Do,,,,,
PLAT-700816,400816,Story,Discovery story for Scale Rows - Platform Services - Service mesh controls wave 05,PLAT-4004,,Platform Q2,5,2h 30m,To Do,,,,,
PLAT-700817,400817,Task,Implementation task for Scale Rows - Platform Services - Service mesh controls wave 05,PLAT-4004,,Platform Q2,8,4,In Progress,,,,,
PLAT-700818,400818,Bug,Validation bug for Scale Rows - Platform Services - Service mesh controls wave 05,PLAT-4004,,Platform Q2,1,5.5,Done,Done,,,,
PLAT-700819,400819,Story,Documentation story for Scale Rows - Platform Services - Service mesh controls wave 05,PLAT-4004,,Platform Q2,2,0.5,In Progress,,,,,
PLAT-700820,400820,Task,Release readiness task for Scale Rows - Platform Services - Service mesh controls wave 05,PLAT-4004,,Platform Q2,3,2,To Do,,,,,
CORE-700821,400821,Bug,Discovery bug for Scale Rows - Core Product - Entitlement cleanup wave 18,CORE-1017,,Portfolio 2026,8,3h,In Progress,,,,,
CORE-700822,400822,Story,Implementation story for Scale Rows - Core Product - Entitlement cleanup wave 18,CORE-1017,,Portfolio 2026,1,4.5,Done,Done,,,,
CORE-700823,400823,Task,Validation task for Scale Rows - Core Product - Entitlement cleanup wave 18,CORE-1017,,Portfolio 2026,2,6,In Progress,,,,,
CORE-700824,400824,Bug,Documentation bug for Scale Rows - Core Product - Entitlement cleanup wave 18,CORE-1017,,Portfolio 2026,3,1,To Do,,,,,
CORE-700825,400825,Story,Release readiness story for Scale Rows - Core Product - Entitlement cleanup wave 18,CORE-1017,,Portfolio 2026,5,2.5,Done,Done,,,,
CORE-700826,400826,Task,Stakeholder review task for Scale Rows - Core Product - Entitlement cleanup wave 18,CORE-1017,,Portfolio 2026,8,4,To Do,,,,,
CORE-700827,400827,Bug,Discovery bug for Scale Rows - Core Product - Profile service rollout wave 09,CORE-1008,,Portfolio 2026,1,3h 30m,Done,Done,,,,
CORE-700828,400828,Story,Implementation story for Scale Rows - Core Product - Profile service rollout wave 09,CORE-1008,,Portfolio 2026,2,5,In Progress,,,,,
CORE-700829,400829,Task,Validation task for Scale Rows - Core Product - Profile service rollout wave 09,CORE-1008,,Portfolio 2026,3,0,To Do,,,,,
CORE-700830,400830,Bug,Documentation bug for Scale Rows - Core Product - Profile service rollout wave 09,CORE-1008,,Portfolio 2026,5,1.5,Done,Done,,,,
CORE-700831,400831,Story,Release readiness story for Scale Rows - Core Product - Profile service rollout wave 09,CORE-1008,,Portfolio 2026,8,3,To Do,,,,,
DATA-700832,400832,Task,Discovery task for Scale Rows - Data Platform - Retention model update wave 30,DATA-3029,,Portfolio 2026,1,3h 30m,Done,Done,,,,
DATA-700833,400833,Bug,Implementation bug for Scale Rows - Data Platform - Retention model update wave 30,DATA-3029,,Portfolio 2026,2,5,In Progress,,,,,
DATA-700834,400834,Story,Validation story for Scale Rows - Data Platform - Retention model update wave 30,DATA-3029,,Portfolio 2026,3,0,To Do,,,,,
DATA-700835,400835,Task,Documentation task for Scale Rows - Data Platform - Retention model update wave 30,DATA-3029,,Portfolio 2026,5,1.5,Done,Done,,,,
DATA-700836,400836,Bug,Release readiness bug for Scale Rows - Data Platform - Retention model update wave 30,DATA-3029,,Portfolio 2026,8,3,To Do,,,,,
CORE-700837,400837,Story,Discovery story for Scale Rows - Core Product - API gateway refresh wave 46,CORE-1045,,Portfolio 2026,1,6h,In Progress,,,,,
CORE-700838,400838,Task,Implementation task for Scale Rows - Core Product - API gateway refresh wave 46,CORE-1045,,Portfolio 2026,2,1,Done,Done,,,,
CORE-700839,400839,Bug,Validation bug for Scale Rows - Core Product - API gateway refresh wave 46,CORE-1045,,Portfolio 2026,3,2.5,In Progress,,,,,
CORE-700840,400840,Story,Documentation story for Scale Rows - Core Product - API gateway refresh wave 46,CORE-1045,,Portfolio 2026,5,4,To Do,,,,,
CORE-700841,400841,Task,Release readiness task for Scale Rows - Core Product - API gateway refresh wave 46,CORE-1045,,Portfolio 2026,8,5.5,Done,Done,,,,
CORE-700842,400842,Bug,Stakeholder review bug for Scale Rows - Core Product - API gateway refresh wave 46,CORE-1045,,Portfolio 2026,1,0.5,To Do,,,,,
PLAT-700843,400843,Story,Discovery story for Scale Rows - Platform Services - Deployment guardrails wave 24,PLAT-4023,,Shared Services 2026,1,6h,In Progress,,,,,
PLAT-700844,400844,Task,Implementation task for Scale Rows - Platform Services - Deployment guardrails wave 24,PLAT-4023,,Shared Services 2026,2,1,Done,Done,,,,
PLAT-700845,400845,Bug,Validation bug for Scale Rows - Platform Services - Deployment guardrails wave 24,PLAT-4023,,Shared Services 2026,3,2.5,In Progress,,,,,
PLAT-700846,400846,Story,Documentation story for Scale Rows - Platform Services - Deployment guardrails wave 24,PLAT-4023,,Shared Services 2026,5,4,To Do,,,,,
PLAT-700847,400847,Task,Release readiness task for Scale Rows - Platform Services - Deployment guardrails wave 24,PLAT-4023,,Shared Services 2026,8,5.5,Done,Done,,,,
PLAT-700848,400848,Bug,Stakeholder review bug for Scale Rows - Platform Services - Deployment guardrails wave 24,PLAT-4023,,Shared Services 2026,1,0.5,To Do,,,,,
CORE-700849,400849,Story,Discovery story for Scale Rows - Core Product - Account recovery wave 37,CORE-1036,,Portfolio 2026,2,0h,Done,Done,,,,
CORE-700850,400850,Task,Implementation task for Scale Rows - Core Product - Account recovery wave 37,CORE-1036,,Portfolio 2026,3,1.5,In Progress,,,,,
CORE-700851,400851,Bug,Validation bug for Scale Rows - Core Product - Account recovery wave 37,CORE-1036,,Portfolio 2026,5,3,To Do,,,,,
CORE-700852,400852,Story,Documentation story for Scale Rows - Core Product - Account recovery wave 37,CORE-1036,,Portfolio 2026,8,4.5,Done,Done,,,,
CORE-700853,400853,Task,Release readiness task for Scale Rows - Core Product - Account recovery wave 37,CORE-1036,,Portfolio 2026,1,6,To Do,,,,,
PLAT-700854,400854,Bug,Discovery bug for Scale Rows - Platform Services - Artifact retention wave 15,PLAT-4014,,Shared Services 2026,2,0h,Done,Done,,,,
PLAT-700855,400855,Story,Implementation story for Scale Rows - Platform Services - Artifact retention wave 15,PLAT-4014,,Shared Services 2026,3,1.5,In Progress,,,,,
PLAT-700856,400856,Task,Validation task for Scale Rows - Platform Services - Artifact retention wave 15,PLAT-4014,,Shared Services 2026,5,3,To Do,,,,,
PLAT-700857,400857,Bug,Documentation bug for Scale Rows - Platform Services - Artifact retention wave 15,PLAT-4014,,Shared Services 2026,8,4.5,Done,Done,,,,
PLAT-700858,400858,Story,Release readiness story for Scale Rows - Platform Services - Artifact retention wave 15,PLAT-4014,,Shared Services 2026,1,6,To Do,,,,,
CORE-700859,400859,Task,Discovery task for Scale Rows - Core Product - Session management wave 28,CORE-1027,,Portfolio 2026,3,0h 30m,In Progress,,,,,
CORE-700860,400860,Bug,Implementation bug for Scale Rows - Core Product - Session management wave 28,CORE-1027,,Portfolio 2026,5,2,To Do,,,,,
CORE-700861,400861,Story,Validation story for Scale Rows - Core Product - Session management wave 28,CORE-1027,,Portfolio 2026,8,3.5,Done,Done,,,,
CORE-700862,400862,Task,Documentation task for Scale Rows - Core Product - Session management wave 28,CORE-1027,,Portfolio 2026,1,5,To Do,,,,,
CORE-700863,400863,Bug,Release readiness bug for Scale Rows - Core Product - Session management wave 28,CORE-1027,,Portfolio 2026,2,0,In Progress,,,,,
CORE-700864,400864,Story,Stakeholder review story for Scale Rows - Core Product - Session management wave 28,CORE-1027,,Portfolio 2026,3,1.5,Done,Done,,,,
PLAT-700865,400865,Task,Discovery task for Scale Rows - Platform Services - Environment provisioning wave 06,PLAT-4005,,Shared Services 2026,3,0h 30m,In Progress,,,,,
PLAT-700866,400866,Bug,Implementation bug for Scale Rows - Platform Services - Environment provisioning wave 06,PLAT-4005,,Shared Services 2026,5,2,To Do,,,,,
PLAT-700867,400867,Story,Validation story for Scale Rows - Platform Services - Environment provisioning wave 06,PLAT-4005,,Shared Services 2026,8,3.5,Done,Done,,,,
PLAT-700868,400868,Task,Documentation task for Scale Rows - Platform Services - Environment provisioning wave 06,PLAT-4005,,Shared Services 2026,1,5,To Do,,,,,
PLAT-700869,400869,Bug,Release readiness bug for Scale Rows - Platform Services - Environment provisioning wave 06,PLAT-4005,,Shared Services 2026,2,0,In Progress,,,,,
PLAT-700870,400870,Story,Stakeholder review story for Scale Rows - Platform Services - Environment provisioning wave 06,PLAT-4005,,Shared Services 2026,3,1.5,Done,Done,,,,
CORE-700871,400871,Task,Discovery task for Scale Rows - Core Product - Notification routing wave 19,CORE-1018,,Portfolio 2026,5,1h,To Do,,,,,
CORE-700872,400872,Bug,Implementation bug for Scale Rows - Core Product - Notification routing wave 19,CORE-1018,,Portfolio 2026,8,2.5,Done,Done,,,,
CORE-700873,400873,Story,Validation story for Scale Rows - Core Product - Notification routing wave 19,CORE-1018,,Portfolio 2026,1,4,To Do,,,,,
CORE-700874,400874,Task,Documentation task for Scale Rows - Core Product - Notification routing wave 19,CORE-1018,,Portfolio 2026,2,5.5,In Progress,,,,,
CORE-700875,400875,Bug,Release readiness bug for Scale Rows - Core Product - Notification routing wave 19,CORE-1018,,Portfolio 2026,3,0.5,Done,Done,,,,
CORE-700876,400876,Story,Discovery story for Scale Rows - Core Product - Entitlement cleanup wave 10,CORE-1009,,Portfolio 2026,8,1h 30m,Done,Done,,,,
CORE-700877,400877,Task,Implementation task for Scale Rows - Core Product - Entitlement cleanup wave 10,CORE-1009,,Portfolio 2026,1,3,To Do,,,,,
CORE-700878,400878,Bug,Validation bug for Scale Rows - Core Product - Entitlement cleanup wave 10,CORE-1009,,Portfolio 2026,2,4.5,In Progress,,,,,
CORE-700879,400879,Story,Documentation story for Scale Rows - Core Product - Entitlement cleanup wave 10,CORE-1009,,Portfolio 2026,3,6,Done,Done,,,,
CORE-700880,400880,Task,Release readiness task for Scale Rows - Core Product - Entitlement cleanup wave 10,CORE-1009,,Portfolio 2026,5,1,In Progress,,,,,
CORE-700881,400881,Bug,Stakeholder review bug for Scale Rows - Core Product - Entitlement cleanup wave 10,CORE-1009,,Portfolio 2026,8,2.5,To Do,,,,,
CORE-700882,400882,Story,Discovery story for Scale Rows - Core Product - Consent preference updates wave 47,CORE-1046,,Portfolio 2026,8,4h,To Do,,,,,
CORE-700883,400883,Task,Implementation task for Scale Rows - Core Product - Consent preference updates wave 47,CORE-1046,,Portfolio 2026,1,5.5,Done,Done,,,,
CORE-700884,400884,Bug,Validation bug for Scale Rows - Core Product - Consent preference updates wave 47,CORE-1046,,Portfolio 2026,2,0.5,To Do,,,,,
CORE-700885,400885,Story,Documentation story for Scale Rows - Core Product - Consent preference updates wave 47,CORE-1046,,Portfolio 2026,3,2,In Progress,,,,,
CORE-700886,400886,Task,Release readiness task for Scale Rows - Core Product - Consent preference updates wave 47,CORE-1046,,Portfolio 2026,5,3.5,Done,Done,,,,
PLAT-700887,400887,Bug,Discovery bug for Scale Rows - Platform Services - Kubernetes platform upgrade wave 25,PLAT-4024,,Platform Q1,8,4h,To Do,,,,,
PLAT-700888,400888,Story,Implementation story for Scale Rows - Platform Services - Kubernetes platform upgrade wave 25,PLAT-4024,,Platform Q1,1,5.5,Done,Done,,,,
PLAT-700889,400889,Task,Validation task for Scale Rows - Platform Services - Kubernetes platform upgrade wave 25,PLAT-4024,,Platform Q1,2,0.5,To Do,,,,,
PLAT-700890,400890,Bug,Documentation bug for Scale Rows - Platform Services - Kubernetes platform upgrade wave 25,PLAT-4024,,Platform Q1,3,2,In Progress,,,,,
PLAT-700891,400891,Story,Release readiness story for Scale Rows - Platform Services - Kubernetes platform upgrade wave 25,PLAT-4024,,Platform Q1,5,3.5,Done,Done,,,,
CORE-700892,400892,Task,Discovery task for Scale Rows - Core Product - API gateway refresh wave 38,CORE-1037,,Portfolio 2026,1,4h 30m,Done,Done,,,,
CORE-700893,400893,Bug,Implementation bug for Scale Rows - Core Product - API gateway refresh wave 38,CORE-1037,,Portfolio 2026,2,6,To Do,,,,,
CORE-700894,400894,Story,Validation story for Scale Rows - Core Product - API gateway refresh wave 38,CORE-1037,,Portfolio 2026,3,1,In Progress,,,,,
CORE-700895,400895,Task,Documentation task for Scale Rows - Core Product - API gateway refresh wave 38,CORE-1037,,Portfolio 2026,5,2.5,Done,Done,,,,
CORE-700896,400896,Bug,Release readiness bug for Scale Rows - Core Product - API gateway refresh wave 38,CORE-1037,,Portfolio 2026,8,4,In Progress,,,,,
CORE-700897,400897,Story,Stakeholder review story for Scale Rows - Core Product - API gateway refresh wave 38,CORE-1037,,Portfolio 2026,1,5.5,To Do,,,,,
PLAT-700898,400898,Task,Discovery task for Scale Rows - Platform Services - Deployment guardrails wave 16,PLAT-4015,,Platform Q1,1,4h 30m,Done,Done,,,,
PLAT-700899,400899,Bug,Implementation bug for Scale Rows - Platform Services - Deployment guardrails wave 16,PLAT-4015,,Platform Q1,2,6,To Do,,,,,
PLAT-700900,400900,Story,Validation story for Scale Rows - Platform Services - Deployment guardrails wave 16,PLAT-4015,,Platform Q1,3,1,In Progress,,,,,
PLAT-700901,400901,Task,Documentation task for Scale Rows - Platform Services - Deployment guardrails wave 16,PLAT-4015,,Platform Q1,5,2.5,Done,Done,,,,
PLAT-700902,400902,Bug,Release readiness bug for Scale Rows - Platform Services - Deployment guardrails wave 16,PLAT-4015,,Platform Q1,8,4,In Progress,,,,,
PLAT-700903,400903,Story,Stakeholder review story for Scale Rows - Platform Services - Deployment guardrails wave 16,PLAT-4015,,Platform Q1,1,5.5,To Do,,,,,
CORE-700904,400904,Task,Discovery task for Scale Rows - Core Product - Account recovery wave 29,CORE-1028,,Portfolio 2026,2,5h,To Do,,,,,
CORE-700905,400905,Bug,Implementation bug for Scale Rows - Core Product - Account recovery wave 29,CORE-1028,,Portfolio 2026,3,0,In Progress,,,,,
CORE-700906,400906,Story,Validation story for Scale Rows - Core Product - Account recovery wave 29,CORE-1028,,Portfolio 2026,5,1.5,Done,Done,,,,
CORE-700907,400907,Task,Documentation task for Scale Rows - Core Product - Account recovery wave 29,CORE-1028,,Portfolio 2026,8,3,In Progress,,,,,
CORE-700908,400908,Bug,Release readiness bug for Scale Rows - Core Product - Account recovery wave 29,CORE-1028,,Portfolio 2026,1,4.5,To Do,,,,,
PLAT-700909,400909,Story,Discovery story for Scale Rows - Platform Services - Artifact retention wave 07,PLAT-4006,,Platform Q1,2,5h,To Do,,,,,
